Date,Tmax,Tmin,Tavg,Prcp,Wspd,Wdir,Estacion,Provincia,País
2024-01-01,30.0,24.0,25.7,8.2,15.5,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-02,30.0,23.0,26.1,1.2,16.0,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-03,29.0,23.1,25.9,1.1,10.2,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-04,29.2,23.8,25.8,2.3,12.6,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-05,29.5,22.9,25.7,1.7,10.0,OESTE-SUROESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-06,30.0,23.1,25.7,0.3,7.9,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-07,29.1,23.2,25.5,1.6,15.3,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-08,28.9,23.2,25.1,4.2,13.5,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-09,30.0,22.7,26.2,0.0,8.3,NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-10,29.0,24.5,26.5,0.7,9.2,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-11,30.0,24.1,26.6,0.1,8.8,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-12,30.0,23.7,26.6,1.2,8.2,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-13,30.0,23.9,26.1,3.5,10.1,SUR,La Cabaña,Bocas del Toro,Panamá
2024-01-14,31.0,22.9,25.6,2.5,8.5,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-15,29.0,23.3,26.0,0.3,9.6,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-16,30.0,23.7,26.5,0.6,11.5,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-17,30.0,24.7,26.3,2.1,16.7,NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-18,29.0,23.7,25.9,3.0,15.6,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-19,28.3,24.1,25.8,1.1,13.1,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-20,29.5,23.3,25.6,0.6,13.0,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-21,28.0,23.6,25.3,4.0,13.4,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-22,29.7,23.3,25.5,3.4,15.8,NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-23,30.0,23.1,25.5,2.4,16.4,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-24,31.0,24.4,26.8,2.5,14.4,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-25,30.0,24.4,26.5,3.7,13.5,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-26,29.0,23.4,25.7,4.1,14.6,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-27,26.3,24.1,25.1,5.5,13.0,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-28,28.0,24.4,25.6,8.1,15.3,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-29,29.0,23.0,24.8,8.9,15.9,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-30,30.0,22.5,25.8,0.3,15.6,NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-01-31,30.0,23.4,25.9,2.6,16.8,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-01,25.0,23.0,23.9,35.6,18.6,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-02,25.0,23.0,24.1,17.5,15.0,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-03,29.0,23.0,25.7,0.0,6.9,OESTE-SUROESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-04,30.0,24.2,26.9,0.0,8.2,SURESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-05,30.0,24.1,26.9,0.0,8.3,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-06,27.0,24.0,25.3,24.6,16.2,NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-07,25.0,22.0,23.6,15.8,17.9,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-08,27.0,22.9,24.1,16.6,16.9,NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-09,27.0,22.8,24.6,1.8,11.5,NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-10,29.0,21.8,25.4,0.0,10.6,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-11,30.0,23.1,25.9,0.9,8.8,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-12,30.0,22.9,26.2,2.0,9.7,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-13,29.0,24.0,26.3,4.6,14.3,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-14,30.0,23.7,26.0,1.5,16.2,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-15,27.0,23.0,24.7,2.2,16.7,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-16,27.0,23.5,25.2,2.2,13.6,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-17,30.0,24.3,26.5,1.7,11.3,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-18,27.2,24.6,25.9,7.3,8.3,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-19,31.0,25.7,27.6,1.2,22.1,NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-20,27.0,23.8,25.2,25.4,23.6,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-21,24.6,22.0,23.7,45.1,24.2,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-22,28.0,22.9,25.1,0.9,20.0,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-23,28.0,22.4,25.0,0.0,11.1,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-24,30.0,22.7,25.7,1.1,11.9,NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-25,27.0,22.7,24.3,9.9,15.8,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-26,30.0,22.1,25.1,1.7,14.5,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-27,29.0,21.4,25.1,0.5,11.4,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-28,31.0,22.3,25.7,1.9,9.8,NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-02-29,34.0,23.0,26.0,1.8,10.3,NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-01,30.0,22.7,25.7,1.1,10.8,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-02,30.0,23.1,25.7,2.7,11.3,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-03,28.8,22.9,25.5,0.0,9.3,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-04,28.4,23.1,25.5,0.6,9.5,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-05,29.0,23.9,26.6,1.3,9.9,NORESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-06,31.0,24.1,27.0,1.7,8.8,NOR-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-07,29.5,24.0,26.1,0.6,7.2,NOR-NORESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-08,32.0,24.9,27.1,1.3,7.1,SURESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-09,31.0,23.8,26.9,0.2,8.5,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-10,31.0,23.5,26.7,2.0,11.3,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-11,30.0,24.3,26.4,7.1,15.4,NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-12,30.0,23.7,26.5,4.1,15.8,NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-13,29.1,22.8,26.0,0.3,11.4,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-14,28.7,23.9,25.5,5.0,12.1,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-15,30.0,23.7,26.1,2.7,12.4,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-16,31.0,24.1,26.6,3.4,9.7,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-17,29.3,24.3,26.3,3.1,11.1,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-18,29.2,24.6,26.6,1.7,8.6,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-19,30.5,24.8,27.2,1.5,10.7,NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-20,32.0,24.0,27.3,0.5,15.8,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-21,30.0,24.5,26.6,3.2,11.7,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-22,30.0,23.4,26.9,0.1,8.5,NOR-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-23,30.1,24.0,27.0,0.0,8.4,SURESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-24,31.0,24.6,27.6,0.3,8.8,SUR,La Cabaña,Bocas del Toro,Panamá
2024-03-25,31.0,24.4,27.7,0.0,9.2,SURESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-26,32.0,25.1,28.3,0.0,12.0,ESTE-SURESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-27,31.0,25.4,28.2,0.0,11.7,ESTE-SURESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-28,31.3,25.2,27.9,1.1,10.4,NOR-NORESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-29,31.0,24.3,27.2,5.0,14.5,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-30,32.0,23.4,26.9,0.0,12.6,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-03-31,32.0,22.7,26.6,0.0,13.4,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-01,30.4,22.6,26.4,0.0,11.1,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-02,30.6,22.0,26.3,0.0,10.4,SUROESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-03,30.4,24.6,27.2,0.4,8.5,SUR-SURESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-04,31.2,24.0,27.4,0.4,10.1,ESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-05,31.0,25.2,27.8,1.0,11.6,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-06,28.9,25.3,26.7,1.9,16.0,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-07,30.2,24.3,26.4,32.0,15.6,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-08,30.5,24.5,26.7,18.6,13.0,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-09,28.6,24.0,25.5,2.1,15.6,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-10,29.3,24.9,26.0,8.1,12.4,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-11,30.3,24.6,27.1,6.1,14.2,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-12,31.0,24.3,26.6,8.6,18.0,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-13,30.3,23.8,26.0,1.1,21.3,NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-14,31.0,23.9,26.8,2.8,16.4,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-15,31.0,23.4,26.3,2.1,12.7,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-16,31.0,23.5,26.9,0.3,11.2,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-17,30.3,23.2,26.9,0.0,10.0,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-18,32.0,23.3,27.2,0.0,10.4,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-19,31.0,23.4,27.6,0.0,9.6,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-20,31.0,24.7,27.1,0.7,9.1,OESTE-SUROESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-21,30.0,24.0,26.9,0.3,8.1,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-22,30.0,24.0,26.9,2.4,5.7,ESTE-NORESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-23,31.0,24.6,27.6,1.7,11.1,NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-24,30.4,24.3,26.5,16.8,12.5,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-25,29.0,23.8,25.8,9.0,15.5,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-26,29.0,24.4,25.9,30.4,12.6,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-27,29.5,23.7,26.0,10.3,10.3,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-28,31.0,24.6,26.9,1.2,8.7,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-29,30.3,24.2,26.3,2.2,8.1,OESTE-SUROESTE,La Cabaña,Bocas del Toro,Panamá
2024-04-30,31.0,24.6,27.4,0.8,8.7,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-01,31.0,24.9,27.3,0.9,8.6,OESTE-SUROESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-02,30.0,25.1,27.9,1.2,7.4,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-03,31.0,25.0,28.0,0.0,8.0,NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-04,31.0,25.0,28.0,0.4,8.0,SUR-SUROESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-05,31.0,25.0,27.8,1.3,8.2,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-06,32.0,25.1,28.6,0.0,9.8,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-07,31.0,25.1,27.4,0.6,7.8,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-08,30.0,25.3,26.6,7.3,8.6,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-09,32.0,25.4,27.8,2.9,7.5,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-10,31.1,25.8,28.1,2.9,11.1,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-11,31.1,24.8,27.9,8.3,9.5,NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-12,31.0,25.7,27.8,2.5,8.0,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-13,29.5,25.2,27.2,10.1,11.1,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-14,30.0,24.5,26.5,7.4,11.4,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-15,32.0,25.5,27.7,3.9,9.7,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-16,31.0,25.7,27.7,1.6,7.8,OESTE-SUROESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-17,32.0,25.5,28.0,3.7,7.6,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-18,32.0,25.1,28.2,7.1,8.7,OESTE-SUROESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-19,30.7,25.2,26.9,6.2,11.9,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-20,30.4,24.6,27.0,10.8,12.1,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-21,29.3,25.3,27.0,7.3,12.8,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-22,32.0,25.7,27.5,16.6,10.6,OESTE-SUROESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-23,34.0,25.0,28.3,0.7,8.0,OESTE-SUROESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-24,32.0,25.8,28.3,1.7,7.0,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-25,32.0,25.7,28.2,4.2,7.0,OESTE-SUROESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-26,32.0,25.3,27.8,7.2,8.8,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-27,31.0,24.7,27.6,4.0,9.0,SUROESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-28,29.5,25.0,26.8,12.6,15.6,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-29,31.0,25.0,27.2,11.7,15.2,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-30,30.0,24.9,26.8,10.5,15.1,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-05-31,30.0,24.7,27.1,6.2,12.6,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-01,31.0,25.6,27.7,5.0,13.4,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-02,31.0,25.2,27.9,3.1,15.0,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-03,31.3,25.0,27.2,18.6,16.0,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-04,32.0,25.0,27.6,14.8,10.5,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-05,31.0,25.7,27.3,5.6,6.6,SUROESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-06,31.0,25.5,27.6,3.5,7.1,OESTE-SUROESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-07,30.0,25.5,27.4,0.7,9.7,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-08,31.0,25.5,28.0,4.0,9.3,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-09,30.8,25.5,27.7,12.2,7.4,OESTE-SUROESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-10,31.0,25.8,27.8,4.2,9.3,SUR-SUROESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-11,31.0,24.8,27.9,0.1,6.4,NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-12,31.0,26.0,27.6,4.5,13.1,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-13,31.0,25.5,27.6,2.7,8.0,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-14,29.0,24.1,26.1,26.4,13.2,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-15,30.0,24.1,26.1,29.2,8.3,SUR,La Cabaña,Bocas del Toro,Panamá
2024-06-16,29.1,24.6,27.0,0.2,9.3,SURESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-17,31.0,25.1,27.3,2.5,6.8,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-18,30.0,25.7,27.6,6.9,9.6,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-19,28.0,25.0,26.2,4.8,9.2,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-20,28.0,24.7,26.1,14.9,6.2,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-21,31.0,24.8,27.0,3.6,6.4,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-22,29.1,24.5,26.6,14.3,10.1,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-23,30.0,24.0,27.1,2.4,9.5,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-24,31.0,24.3,27.4,5.0,8.2,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-25,30.0,25.0,26.8,8.7,7.2,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-26,31.0,24.4,26.6,13.0,7.6,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-27,30.0,25.0,27.0,2.5,7.7,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-28,30.0,25.0,27.2,1.2,8.0,SUR-SUROESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-29,32.0,24.3,27.2,12.2,14.8,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-06-30,29.3,24.0,26.5,6.6,13.2,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-01,29.2,24.2,26.8,7.0,13.9,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-02,31.0,25.0,26.9,11.1,11.4,NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-03,30.0,24.7,26.9,6.7,11.3,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-04,31.0,24.8,26.7,7.0,10.6,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-05,30.0,24.9,26.6,6.2,6.3,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-06,28.0,24.3,26.4,5.7,8.0,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-07,29.5,25.0,26.9,1.2,7.3,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-08,30.0,24.5,27.0,3.5,10.7,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-09,30.0,24.6,26.6,4.8,11.9,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-10,29.7,24.0,26.3,18.5,12.8,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-11,29.0,23.8,25.7,17.1,13.3,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-12,32.0,24.1,26.6,8.2,10.5,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-13,29.0,23.9,26.1,19.8,16.6,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-14,32.0,23.6,26.4,18.6,15.9,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-15,28.5,24.1,26.3,9.8,16.7,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-16,28.9,24.0,26.2,14.1,12.4,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-17,30.5,24.3,26.3,17.6,14.8,NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-18,31.0,24.7,27.1,7.9,15.2,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-19,29.0,24.3,26.2,26.6,9.0,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-20,31.0,24.7,26.9,8.6,9.6,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-21,30.0,24.5,26.5,14.7,12.1,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-22,29.1,24.4,26.4,10.3,13.4,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-23,28.8,23.6,25.7,27.5,12.8,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-24,29.8,24.6,26.7,3.3,16.2,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-25,29.5,24.7,26.4,4.5,15.7,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-26,28.4,24.0,26.0,13.6,13.8,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-27,28.8,24.2,26.4,16.0,16.3,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-28,29.1,25.2,26.7,4.9,12.1,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-29,28.9,24.8,26.2,13.5,17.8,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-30,28.6,23.6,25.7,30.2,17.2,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-07-31,28.5,23.8,25.9,9.7,12.8,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-01,28.8,23.6,26.0,12.8,13.9,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-02,28.2,23.9,26.0,4.5,12.1,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-03,29.3,23.7,26.2,12.2,9.6,NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-04,29.4,24.2,26.6,0.6,8.7,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-05,29.4,23.9,26.5,10.9,12.1,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-06,28.3,23.2,25.7,8.7,17.9,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-07,28.4,24.5,26.2,6.0,17.8,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-08,29.3,24.6,26.7,0.3,9.0,OESTE-SUROESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-09,28.7,24.5,26.5,13.7,7.4,OESTE-SUROESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-10,29.4,24.5,26.6,5.2,12.5,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-11,29.4,24.4,26.5,2.6,12.9,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-12,29.2,24.1,26.3,2.9,9.6,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-13,29.1,24.5,26.7,7.0,11.4,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-14,29.4,24.4,26.6,10.4,12.0,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-15,30.1,24.0,26.6,12.0,12.2,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-16,30.1,24.8,27.2,0.4,8.0,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-17,29.6,24.8,27.1,1.2,7.6,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-18,29.3,24.4,26.7,10.7,11.4,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-19,30.0,24.2,26.9,8.3,12.8,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-20,29.2,24.5,26.5,8.4,14.0,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-21,28.2,23.8,25.9,12.3,11.8,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-22,29.2,24.0,26.0,20.2,11.9,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-23,29.7,23.9,26.9,1.9,10.6,OESTE-NOROESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-24,29.1,25.3,26.8,5.4,9.2,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-25,30.0,24.5,26.7,19.1,8.8,SUR-SUROESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-26,28.6,24.4,26.4,6.4,9.5,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-27,29.5,24.1,26.3,0.0,11.8,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-28,29.5,24.1,26.3,0.0,11.8,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-29,29.5,24.1,26.3,0.0,11.8,OESTE,La Cabaña,Bocas del Toro,Panamá
2024-08-30,29.5,24.1,26.3,0.0,11.8,OESTE,La Cabaña,Bocas del Toro,Panamá
