Date,Tmax,Tmin,Tavg,Prcp,Wspd,Wdir,Estacion,Provincia,País
2024-04-04,30.0,23.0,26.7,8.9,18.7,Noreste,Tocumen,Panamá,Panamá
2024-04-05,32.0,23.0,27.8,2.2,30.6,Oeste,Tocumen,Panamá,Panamá
2024-04-06,35.0,26.0,29.4,3.0,34.9,Oeste,Tocumen,Panamá,Panamá
2024-04-07,35.0,25.0,29.1,1.5,36.4,Norte,Tocumen,Panamá,Panamá
2024-04-08,34.0,26.0,29.0,0.9,33.1,Noroeste,Tocumen,Panamá,Panamá
2024-04-09,35.0,24.0,28.7,7.6,28.8,Norte,Tocumen,Panamá,Panamá
2024-04-10,34.0,24.0,28.5,8.1,31.0,Noreste,Tocumen,Panamá,Panamá
2024-04-11,33.0,24.0,28.0,3.0,22.7,Noreste,Tocumen,Panamá,Panamá
2024-04-12,35.0,24.0,29.3,0.0,51.8,Noroeste,Tocumen,Panamá,Panamá
2024-04-13,34.0,27.0,29.9,0.0,64.1,Noroeste,Tocumen,Panamá,Panamá
2024-04-14,35.0,25.0,29.4,0.0,58.7,Noroeste,Tocumen,Panamá,Panamá
2024-04-15,34.0,26.0,29.3,0.0,46.1,Noroeste,Tocumen,Panamá,Panamá
2024-04-16,35.0,26.0,29.6,1.9,47.2,Noroeste,Tocumen,Panamá,Panamá
2024-04-17,33.0,23.0,28.5,5.9,27.7,Noroeste,Tocumen,Panamá,Panamá
2024-04-18,34.0,24.0,29.0,3.3,30.2,Noroeste,Tocumen,Panamá,Panamá
2024-04-19,32.0,24.0,27.7,3.2,24.1,Norte,Tocumen,Panamá,Panamá
2024-04-20,34.0,23.0,27.9,0.7,21.6,Norte,Tocumen,Panamá,Panamá
2024-04-21,33.0,23.0,27.6,6.8,22.0,Noreste,Tocumen,Panamá,Panamá
2024-04-22,32.0,23.0,27.1,10.0,26.6,Norte,Tocumen,Panamá,Panamá
2024-04-23,34.0,24.0,28.5,5.4,44.6,Norte,Tocumen,Panamá,Panamá
2024-04-24,34.0,26.0,29.2,2.4,44.6,Norte,Tocumen,Panamá,Panamá
2024-04-25,29.6,25.0,26.4,7.9,32.4,Oeste,Tocumen,Panamá,Panamá
2024-04-26,30.0,25.0,27.2,13.3,44.6,Oeste,Tocumen,Panamá,Panamá
2024-04-27,34.0,25.0,28.2,12.7,33.1,Oeste,Tocumen,Panamá,Panamá
2024-04-28,29.0,24.0,26.6,27.5,26.6,Oeste,Tocumen,Panamá,Panamá
2024-04-29,30.0,23.0,26.5,12.6,22.7,Este,Tocumen,Panamá,Panamá
2024-04-30,32.0,24.0,27.7,5.5,19.4,Norte,Tocumen,Panamá,Panamá
2024-05-01,33.0,25.0,28.0,4.7,31.7,Noroeste,Tocumen,Panamá,Panamá
2024-05-02,32.0,23.0,27.8,0.4,29.5,Noroeste,Tocumen,Panamá,Panamá
2024-05-03,31.0,23.0,27.9,1.2,21.2,Noroeste,Tocumen,Panamá,Panamá
2024-05-04,32.0,22.0,27.7,0.3,32.4,Sureste,Tocumen,Panamá,Panamá
2024-05-05,32.0,24.0,27.8,4.3,24.1,Noreste,Tocumen,Panamá,Panamá
2024-05-06,33.0,23.0,28.5,1.2,37.4,Noroeste,Tocumen,Panamá,Panamá
2024-05-07,31.0,26.0,28.4,5.4,32.8,Oeste,Tocumen,Panamá,Panamá
2024-05-08,29.0,25.0,27.4,31.9,27.0,Oeste,Tocumen,Panamá,Panamá
2024-05-09,30.0,24.0,27.3,19.3,23.4,Este,Tocumen,Panamá,Panamá
2024-05-10,34.0,26.0,28.6,5.5,20.9,Noreste,Tocumen,Panamá,Panamá
2024-05-11,32.0,25.0,28.5,13.1,35.3,Sureste,Tocumen,Panamá,Panamá
2024-05-12,32.0,25.0,28.4,13.5,27.0,Este,Tocumen,Panamá,Panamá
2024-05-13,32.0,25.0,28.5,3.0,24.1,Norte,Tocumen,Panamá,Panamá
2024-05-14,32.0,23.0,26.8,12.3,27.0,Norte,Tocumen,Panamá,Panamá
2024-05-15,29.0,23.0,26.5,6.8,23.8,Este,Tocumen,Panamá,Panamá
2024-05-16,30.0,25.0,27.5,4.2,22.0,Noreste,Tocumen,Panamá,Panamá
2024-05-17,31.0,24.0,27.7,1.7,25.9,Este,Tocumen,Panamá,Panamá
2024-05-18,31.0,25.0,27.7,6.7,22.3,Noroeste,Tocumen,Panamá,Panamá
2024-05-19,34.0,25.0,29.3,9.7,22.3,Noroeste,Tocumen,Panamá,Panamá
2024-05-20,31.0,26.0,27.5,15.7,29.2,Noroeste,Tocumen,Panamá,Panamá
2024-05-21,30.0,25.0,27.3,7.5,27.4,Suroeste,Tocumen,Panamá,Panamá
2024-05-22,31.0,25.0,27.0,7.1,29.5,Este,Tocumen,Panamá,Panamá
2024-05-23,30.0,25.0,27.0,6.3,22.7,Noreste,Tocumen,Panamá,Panamá
2024-05-24,30.0,25.0,27.3,22.4,23.4,Este,Tocumen,Panamá,Panamá
2024-05-25,30.0,25.0,27.2,12.5,24.1,Norte,Tocumen,Panamá,Panamá
2024-05-26,33.0,24.0,27.1,19.2,20.9,Noroeste,Tocumen,Panamá,Panamá
2024-05-27,28.0,25.0,26.4,12.2,23.0,Noroeste,Tocumen,Panamá,Panamá
2024-05-28,31.0,24.0,27.7,18.6,26.3,Suroeste,Tocumen,Panamá,Panamá
2024-05-29,32.0,26.0,28.1,6.0,33.8,Sur,Tocumen,Panamá,Panamá
2024-05-30,30.0,25.0,26.8,26.3,23.4,Este,Tocumen,Panamá,Panamá
2024-05-31,32.0,24.0,27.9,5.2,22.7,Noroeste,Tocumen,Panamá,Panamá
2024-06-01,33.0,24.0,28.5,6.6,25.2,Noroeste,Tocumen,Panamá,Panamá
2024-06-02,33.0,26.0,29.3,14.7,31.0,Oeste,Tocumen,Panamá,Panamá
2024-06-03,30.0,26.0,28.2,7.5,24.5,Noroeste,Tocumen,Panamá,Panamá
2024-06-04,32.0,23.0,27.5,14.3,34.6,Suroeste,Tocumen,Panamá,Panamá
2024-06-05,30.0,24.0,27.1,20.7,32.4,Sureste,Tocumen,Panamá,Panamá
2024-06-06,28.0,25.0,26.7,15.3,29.5,Este,Tocumen,Panamá,Panamá
2024-06-07,31.0,25.0,27.7,13.3,23.4,Este,Tocumen,Panamá,Panamá
2024-06-08,31.0,26.0,28.0,23.6,24.1,Este,Tocumen,Panamá,Panamá
2024-06-09,29.0,26.0,27.1,13.6,21.2,Este,Tocumen,Panamá,Panamá
2024-06-10,30.0,24.0,26.8,14.9,29.2,Este,Tocumen,Panamá,Panamá
2024-06-11,28.0,25.0,26.0,17.9,24.8,Noreste,Tocumen,Panamá,Panamá
2024-06-12,31.0,25.0,27.5,11.6,21.2,Sur,Tocumen,Panamá,Panamá
2024-06-13,31.0,25.0,26.8,13.2,25.2,Noreste,Tocumen,Panamá,Panamá
2024-06-14,29.0,24.0,26.5,28.1,27.7,Este,Tocumen,Panamá,Panamá
2024-06-15,28.0,25.0,26.4,17.4,53.3,Sur,Tocumen,Panamá,Panamá
2024-06-16,28.0,25.0,26.3,7.7,32.8,Sur,Tocumen,Panamá,Panamá
2024-06-17,31.0,25.0,27.4,0.0,27.0,Este,Tocumen,Panamá,Panamá
2024-06-18,30.0,25.0,26.7,16.2,20.2,Noreste,Tocumen,Panamá,Panamá
2024-06-19,29.0,25.0,26.9,9.6,22.0,Suroeste,Tocumen,Panamá,Panamá
2024-06-20,29.8,25.0,27.0,12.3,26.6,Este,Tocumen,Panamá,Panamá
2024-06-21,31.0,24.0,27.0,2.5,25.9,Norte,Tocumen,Panamá,Panamá
2024-06-22,28.0,24.0,25.3,12.9,19.8,Noroeste,Tocumen,Panamá,Panamá
2024-06-23,30.0,24.0,26.8,3.5,19.4,Este,Tocumen,Panamá,Panamá
2024-06-24,31.0,25.0,27.5,4.3,20.9,Noreste,Tocumen,Panamá,Panamá
2024-06-25,32.0,24.0,27.6,9.3,27.0,Oeste,Tocumen,Panamá,Panamá
2024-06-26,29.0,24.0,26.1,17.9,34.2,Sureste,Tocumen,Panamá,Panamá
2024-06-27,28.0,25.0,26.9,5.4,50.0,Sur,Tocumen,Panamá,Panamá
2024-06-28,29.0,25.0,27.0,7.6,36.4,Sureste,Tocumen,Panamá,Panamá
2024-06-29,30.0,25.0,26.9,3.4,20.2,Este,Tocumen,Panamá,Panamá
2024-06-30,33.0,24.0,27.7,3.1,16.2,Norte,Tocumen,Panamá,Panamá
2024-07-01,30.0,25.0,27.1,8.3,25.2,Noroeste,Tocumen,Panamá,Panamá
2024-07-02,30.0,24.0,27.2,18.9,23.8,Este,Tocumen,Panamá,Panamá
2024-07-03,30.0,24.0,26.8,9.0,24.1,Sureste,Tocumen,Panamá,Panamá
2024-07-04,30.0,25.0,27.4,14.7,31.7,Sureste,Tocumen,Panamá,Panamá
2024-07-05,27.2,25.0,25.5,18.9,25.2,Sureste,Tocumen,Panamá,Panamá
2024-07-06,29.0,24.0,26.3,10.5,20.2,Este,Tocumen,Panamá,Panamá
2024-07-07,32.0,24.0,27.0,9.2,19.8,Oeste,Tocumen,Panamá,Panamá
2024-07-08,31.0,25.0,27.3,6.0,24.1,Noroeste,Tocumen,Panamá,Panamá
2024-07-09,32.0,24.0,26.4,8.0,29.2,Norte,Tocumen,Panamá,Panamá
2024-07-10,30.0,24.0,27.1,6.2,25.6,Noreste,Tocumen,Panamá,Panamá
2024-07-11,32.0,24.0,26.8,19.3,25.2,Oeste,Tocumen,Panamá,Panamá
2024-07-12,32.0,25.0,27.7,4.4,21.6,Sureste,Tocumen,Panamá,Panamá
2024-07-13,30.0,25.0,27.1,6.1,20.2,Norte,Tocumen,Panamá,Panamá
2024-07-14,31.0,25.0,27.6,8.3,29.9,Oeste,Tocumen,Panamá,Panamá
2024-07-15,34.0,26.0,28.3,13.4,28.4,Oeste,Tocumen,Panamá,Panamá
2024-07-16,32.0,25.0,28.3,24.5,20.9,Noreste,Tocumen,Panamá,Panamá
2024-07-17,29.0,26.0,27.0,14.4,28.4,Norte,Tocumen,Panamá,Panamá
2024-07-18,29.0,25.0,27.2,30.5,20.9,Este,Tocumen,Panamá,Panamá
2024-07-19,30.0,25.0,26.9,15.3,19.1,Sureste,Tocumen,Panamá,Panamá
2024-07-20,33.0,24.0,28.0,10.5,23.0,Sur,Tocumen,Panamá,Panamá
2024-07-21,34.0,25.0,28.2,7.8,19.8,Norte,Tocumen,Panamá,Panamá
2024-07-22,31.0,25.0,27.9,6.8,21.6,Noroeste,Tocumen,Panamá,Panamá
2024-07-23,31.0,25.0,27.2,11.9,37.1,Oeste,Tocumen,Panamá,Panamá
2024-07-24,32.0,25.0,28.0,7.4,31.7,Suroeste,Tocumen,Panamá,Panamá
2024-07-25,32.0,25.0,26.9,11.6,25.2,Oeste,Tocumen,Panamá,Panamá
2024-07-26,29.0,24.0,26.8,9.6,16.9,Noreste,Tocumen,Panamá,Panamá
2024-07-27,29.2,24.0,26.3,22.2,24.1,Noreste,Tocumen,Panamá,Panamá
2024-07-28,31.0,24.0,27.3,4.6,27.4,Noroeste,Tocumen,Panamá,Panamá
2024-07-29,33.0,26.0,29.1,15.2,25.9,Noreste,Tocumen,Panamá,Panamá
2024-07-30,33.0,25.0,28.1,5.8,24.8,Noreste,Tocumen,Panamá,Panamá
2024-07-31,30.0,24.0,26.5,18.7,22.7,Noreste,Tocumen,Panamá,Panamá
2024-08-01,30.0,24.0,26.4,14.7,30.6,Oeste,Tocumen,Panamá,Panamá
2024-08-02,30.0,23.0,26.2,27.6,24.8,Este,Tocumen,Panamá,Panamá
2024-08-03,32.0,23.0,25.8,5.0,25.6,Norte,Tocumen,Panamá,Panamá
2024-08-04,32.0,22.0,26.9,9.4,29.2,Oeste,Tocumen,Panamá,Panamá
2024-08-05,29.0,24.0,27.0,7.8,25.9,Noroeste,Tocumen,Panamá,Panamá
2024-08-06,28.0,25.0,26.5,20.7,27.7,Suroeste,Tocumen,Panamá,Panamá
2024-08-07,29.0,25.0,26.4,13.2,19.4,Sureste,Tocumen,Panamá,Panamá
2024-08-08,30.0,25.0,26.4,2.3,22.3,Noreste,Tocumen,Panamá,Panamá
2024-08-09,32.0,23.0,27.4,4.0,23.4,Oeste,Tocumen,Panamá,Panamá
2024-08-10,29.0,25.0,26.7,11.2,23.0,Norte,Tocumen,Panamá,Panamá
2024-08-11,31.0,24.0,26.8,15.4,25.6,Este,Tocumen,Panamá,Panamá
2024-08-12,31.0,25.0,27.1,11.6,27.4,Sureste,Tocumen,Panamá,Panamá
2024-08-13,30.0,25.0,27.1,15.5,30.6,Este,Tocumen,Panamá,Panamá
2024-08-14,31.0,24.0,27.6,10.1,22.3,Norte,Tocumen,Panamá,Panamá
2024-08-15,32.0,24.0,27.9,13.8,19.1,Noroeste,Tocumen,Panamá,Panamá
2024-08-16,32.0,24.0,27.3,8.6,23.4,Oeste,Tocumen,Panamá,Panamá
2024-08-17,30.0,25.0,27.2,3.3,25.6,Noroeste,Tocumen,Panamá,Panamá
2024-08-18,32.0,25.0,27.9,1.8,21.2,Noroeste,Tocumen,Panamá,Panamá
2024-08-19,34.0,24.0,27.8,1.4,26.3,Norte,Tocumen,Panamá,Panamá
2024-08-20,33.0,26.0,27.7,4.8,28.8,Noroeste,Tocumen,Panamá,Panamá
2024-08-21,32.0,25.0,28.2,12.9,35.3,Oeste,Tocumen,Panamá,Panamá
2024-08-22,28.0,25.0,26.7,12.5,29.5,Noroeste,Tocumen,Panamá,Panamá
2024-08-23,31.0,25.0,27.3,2.8,27.0,Noroeste,Tocumen,Panamá,Panamá
2024-08-24,31.0,24.0,26.4,9.5,28.8,Noroeste,Tocumen,Panamá,Panamá
2024-08-25,31.0,24.0,26.0,18.0,21.6,Este,Tocumen,Panamá,Panamá
2024-08-26,28.0,23.0,25.7,8.1,22.3,Este,Tocumen,Panamá,Panamá
2024-08-27,31.0,24.0,27.3,0.0,21.6,Sureste,Tocumen,Panamá,Panamá
2024-08-28,35.0,23.0,28.8,0.0,27.4,Noreste,Tocumen,Panamá,Panamá
2024-08-29,32.0,24.0,27.5,0.0,26.6,Noreste,Tocumen,Panamá,Panamá
2024-08-30,30.0,25.0,27.3,0.0,20.9,Este,Tocumen,Panamá,Panamá
2024-08-31,29.0,25.0,26.9,0.0,22.7,Este,Tocumen,Panamá,Panamá
2024-09-01,31.0,23.0,25.8,0.0,24.8,Noreste,Tocumen,Panamá,Panamá
2024-09-02,30.0,23.0,26.2,0.0,18.7,Noreste,Tocumen,Panamá,Panamá
2024-09-03,31.0,24.0,27.2,0.0,23.0,Noreste,Tocumen,Panamá,Panamá
2024-09-04,31.0,24.0,27.4,4.8,27.0,Este,Tocumen,Panamá,Panamá
2024-09-05,32.0,25.0,27.6,17.4,25.2,Este,Tocumen,Panamá,Panamá
2024-09-06,30.0,25.0,27.5,13.9,30.2,Este,Tocumen,Panamá,Panamá
2024-09-07,30.0,25.0,27.1,20.5,21.2,Sureste,Tocumen,Panamá,Panamá
2024-09-08,29.0,25.0,26.5,22.0,19.8,Noreste,Tocumen,Panamá,Panamá
2024-09-09,32.0,25.0,28.1,26.4,23.8,Norte,Tocumen,Panamá,Panamá
2024-09-10,32.0,25.0,27.8,8.9,33.5,Oeste,Tocumen,Panamá,Panamá
2024-09-11,31.0,25.0,27.3,21.9,27.0,Noroeste,Tocumen,Panamá,Panamá
2024-09-12,28.0,25.0,26.0,8.9,23.0,Norte,Tocumen,Panamá,Panamá
2024-09-13,31.0,23.0,27.6,12.2,27.0,Este,Tocumen,Panamá,Panamá
2024-09-14,32.0,24.0,27.4,8.2,21.6,Norte,Tocumen,Panamá,Panamá
2024-09-15,32.0,24.0,28.2,3.5,27.0,Oeste,Tocumen,Panamá,Panamá
2024-09-16,32.0,25.0,28.1,20.2,28.8,Noroeste,Tocumen,Panamá,Panamá
2024-09-17,33.0,25.0,27.6,6.1,28.8,Oeste,Tocumen,Panamá,Panamá
2024-09-18,34.0,24.0,28.3,5.5,22.0,Noroeste,Tocumen,Panamá,Panamá
2024-09-19,30.0,25.0,26.0,26.1,16.2,Norte,Tocumen,Panamá,Panamá
2024-09-20,28.0,25.0,25.6,8.0,18.4,Este,Tocumen,Panamá,Panamá
2024-09-21,30.0,25.0,26.8,23.0,43.9,Sureste,Tocumen,Panamá,Panamá
2024-09-22,28.0,24.0,25.5,10.4,26.6,Este,Tocumen,Panamá,Panamá
2024-09-23,30.0,24.0,27.0,7.7,42.1,Sureste,Tocumen,Panamá,Panamá
2024-09-24,30.0,24.0,26.9,11.7,29.2,Sureste,Tocumen,Panamá,Panamá
2024-09-25,30.0,25.0,27.1,10.3,37.4,Sureste,Tocumen,Panamá,Panamá
2024-09-26,29.0,25.0,26.8,5.9,19.8,Este,Tocumen,Panamá,Panamá
2024-09-27,30.0,24.0,26.5,11.2,20.5,Este,Tocumen,Panamá,Panamá
2024-09-28,31.0,22.0,26.0,10.1,22.3,Noreste,Tocumen,Panamá,Panamá
2024-09-29,28.0,23.0,24.7,18.1,32.0,Este,Tocumen,Panamá,Panamá
2024-09-30,26.0,24.0,24.5,31.8,29.2,Noreste,Tocumen,Panamá,Panamá
2024-10-01,29.0,23.0,26.4,8.4,33.8,Sureste,Tocumen,Panamá,Panamá
2024-10-02,30.0,25.0,27.2,0.9,35.3,Sureste,Tocumen,Panamá,Panamá
2024-10-03,31.0,25.0,27.7,2.7,27.4,Sureste,Tocumen,Panamá,Panamá
2024-10-04,33.0,24.0,28.0,14.7,19.1,Noreste,Tocumen,Panamá,Panamá
2024-10-05,31.0,24.0,26.5,6.2,14.0,Noroeste,Tocumen,Panamá,Panamá
2024-10-06,30.0,23.0,26.4,19.0,18.4,Sur,Tocumen,Panamá,Panamá
2024-10-07,30.0,23.0,26.6,5.0,24.8,Sureste,Tocumen,Panamá,Panamá
2024-10-08,28.0,25.0,26.4,7.6,41.4,Sureste,Tocumen,Panamá,Panamá
2024-10-09,29.0,24.0,26.2,10.3,38.5,Sur,Tocumen,Panamá,Panamá
2024-10-10,29.0,24.0,26.2,18.8,25.6,Este,Tocumen,Panamá,Panamá
2024-10-11,30.0,24.0,26.6,14.7,30.2,Este,Tocumen,Panamá,Panamá
2024-10-12,32.0,24.0,27.4,4.9,31.0,Noroeste,Tocumen,Panamá,Panamá
2024-10-13,31.0,25.0,27.6,11.5,34.9,Noroeste,Tocumen,Panamá,Panamá
2024-10-14,30.0,25.0,27.2,13.4,34.6,Oeste,Tocumen,Panamá,Panamá
2024-10-15,29.0,23.0,25.9,23.1,29.2,Oeste,Tocumen,Panamá,Panamá
2024-10-16,30.0,23.0,26.0,13.2,28.4,Sureste,Tocumen,Panamá,Panamá
2024-10-17,30.0,25.0,27.0,22.7,23.8,Sureste,Tocumen,Panamá,Panamá
2024-10-18,31.0,25.0,27.3,10.7,19.1,Noreste,Tocumen,Panamá,Panamá
2024-10-19,32.0,23.0,25.5,9.6,30.6,Norte,Tocumen,Panamá,Panamá
2024-10-20,30.0,23.0,25.0,31.7,25.9,Oeste,Tocumen,Panamá,Panamá
2024-10-21,29.0,23.0,26.0,0.7,23.4,Sur,Tocumen,Panamá,Panamá
2024-10-22,29.0,25.0,26.2,5.5,22.0,Noreste,Tocumen,Panamá,Panamá
2024-10-23,31.0,25.0,27.1,11.3,20.2,Noroeste,Tocumen,Panamá,Panamá
2024-10-24,31.0,23.0,27.3,7.6,25.9,Noroeste,Tocumen,Panamá,Panamá
2024-10-25,29.0,25.0,27.1,14.8,41.4,Oeste,Tocumen,Panamá,Panamá
2024-10-26,33.0,26.0,27.8,15.3,36.0,Oeste,Tocumen,Panamá,Panamá
2024-10-27,31.0,25.0,27.5,6.8,41.8,Oeste,Tocumen,Panamá,Panamá
2024-10-28,29.0,25.0,27.0,16.0,27.4,Noroeste,Tocumen,Panamá,Panamá
2024-10-29,31.0,24.0,27.5,20.7,24.1,Oeste,Tocumen,Panamá,Panamá
2024-10-30,31.0,25.0,26.9,17.9,31.0,Suroeste,Tocumen,Panamá,Panamá
2024-10-31,27.0,24.0,25.2,17.8,22.0,Norte,Tocumen,Panamá,Panamá
2024-11-01,29.0,24.0,26.1,27.9,33.1,Sur,Tocumen,Panamá,Panamá
2024-11-02,29.0,24.8,26.2,44.4,59.8,Suroeste,Tocumen,Panamá,Panamá
2024-11-03,28.0,25.1,26.3,25.0,70.2,Sur,Tocumen,Panamá,Panamá
2024-11-04,29.0,25.0,26.5,38.9,68.4,Sur,Tocumen,Panamá,Panamá
2024-11-05,29.0,25.0,27.2,15.7,51.5,Sur,Tocumen,Panamá,Panamá
2024-11-06,29.0,24.0,26.3,2.8,26.6,Sur,Tocumen,Panamá,Panamá
2024-11-07,31.0,23.0,26.3,2.1,23.4,Este,Tocumen,Panamá,Panamá
2024-11-08,29.0,23.0,25.7,17.6,15.8,Sur,Tocumen,Panamá,Panamá
2024-11-09,29.0,25.0,26.6,27.6,57.2,Sur,Tocumen,Panamá,Panamá
2024-11-10,28.0,25.0,26.5,21.2,44.6,Sur,Tocumen,Panamá,Panamá
2024-11-11,28.0,25.0,26.4,9.6,45.7,Sur,Tocumen,Panamá,Panamá
2024-11-12,29.0,25.0,26.3,7.3,43.9,Sur,Tocumen,Panamá,Panamá
2024-11-13,27.0,24.0,25.6,8.6,45.4,Sur,Tocumen,Panamá,Panamá
2024-11-14,28.0,25.0,26.2,8.2,54.0,Sur,Tocumen,Panamá,Panamá
2024-11-15,28.0,24.0,25.8,1.4,30.2,Sur,Tocumen,Panamá,Panamá
2024-11-16,29.0,24.0,26.2,8.7,37.1,Sur,Tocumen,Panamá,Panamá
2024-11-17,29.0,24.0,25.6,5.1,29.5,Sur,Tocumen,Panamá,Panamá
2024-11-18,31.0,23.0,26.2,7.7,23.4,Noreste,Tocumen,Panamá,Panamá
2024-11-19,31.0,23.0,26.2,2.5,27.0,Sureste,Tocumen,Panamá,Panamá
2024-11-20,30.0,23.0,25.4,3.8,24.1,Sureste,Tocumen,Panamá,Panamá
2024-11-21,29.0,24.0,25.8,2.3,25.2,Sureste,Tocumen,Panamá,Panamá
2024-11-22,30.0,23.0,25.1,20.4,18.4,Noroeste,Tocumen,Panamá,Panamá
2024-11-23,28.0,23.0,24.8,8.0,24.1,Noroeste,Tocumen,Panamá,Panamá
2024-11-24,30.0,23.0,26.5,16.5,31.3,Suroeste,Tocumen,Panamá,Panamá
2024-11-25,30.0,24.0,26.8,10.3,30.6,Suroeste,Tocumen,Panamá,Panamá
2024-11-26,30.0,24.0,26.3,5.7,25.6,Suroeste,Tocumen,Panamá,Panamá
2024-11-27,29.0,24.0,25.9,14.3,32.8,Suroeste,Tocumen,Panamá,Panamá
2024-11-28,29.0,24.0,26.1,8.2,22.3,Sureste,Tocumen,Panamá,Panamá
2024-11-29,30.0,23.0,26.0,7.8,19.4,Norte,Tocumen,Panamá,Panamá
2024-11-30,31.0,23.0,27.0,1.8,30.2,Oeste,Tocumen,Panamá,Panamá
2024-12-01,31.0,24.0,27.3,3.7,28.1,Noroeste,Tocumen,Panamá,Panamá
2024-12-02,30.0,25.0,26.5,4.4,30.2,Oeste,Tocumen,Panamá,Panamá
2024-12-03,31.0,23.0,26.7,10.1,25.6,Noroeste,Tocumen,Panamá,Panamá
2024-12-04,33.0,24.0,27.9,0.7,36.7,Norte,Tocumen,Panamá,Panamá
2024-12-05,33.0,24.0,28.0,1.5,33.8,Norte,Tocumen,Panamá,Panamá
2024-12-06,30.0,25.0,26.0,2.7,21.2,Norte,Tocumen,Panamá,Panamá
2024-12-07,32.0,23.0,26.9,0.0,38.2,Norte,Tocumen,Panamá,Panamá
2024-12-08,33.0,23.0,27.2,3.6,30.2,Noreste,Tocumen,Panamá,Panamá
2024-12-09,33.0,23.0,27.5,0.0,30.6,Noreste,Tocumen,Panamá,Panamá
2024-12-10,32.0,23.0,27.2,0.0,19.4,Norte,Tocumen,Panamá,Panamá
2024-12-11,33.0,24.0,27.3,0.0,20.2,Noreste,Tocumen,Panamá,Panamá
2024-12-12,32.0,23.0,27.2,0.0,37.8,Norte,Tocumen,Panamá,Panamá
2024-12-13,32.0,24.0,27.3,0.0,57.2,Norte,Tocumen,Panamá,Panamá
2024-12-14,32.0,22.0,27.2,0.1,44.6,Norte,Tocumen,Panamá,Panamá
2024-12-15,31.0,22.0,25.5,0.3,28.8,Noroeste,Tocumen,Panamá,Panamá
2024-12-16,32.0,24.0,27.1,1.5,38.5,Oeste,Tocumen,Panamá,Panamá
2024-12-17,33.0,22.0,27.3,2.0,31.0,Norte,Tocumen,Panamá,Panamá
2024-12-18,34.0,24.0,28.3,0.3,29.5,Norte,Tocumen,Panamá,Panamá
2024-12-19,33.0,24.0,27.8,1.2,25.6,Norte,Tocumen,Panamá,Panamá
2024-12-20,32.0,24.0,27.0,7.4,18.4,Noroeste,Tocumen,Panamá,Panamá
2024-12-21,29.0,24.0,26.2,16.5,20.2,Norte,Tocumen,Panamá,Panamá
2024-12-22,30.0,24.0,26.4,3.6,54.7,Oeste,Tocumen,Panamá,Panamá
2024-12-23,29.0,24.0,26.2,3.4,53.3,Oeste,Tocumen,Panamá,Panamá
2024-12-24,32.0,25.0,26.7,1.8,40.7,Oeste,Tocumen,Panamá,Panamá
2024-12-25,30.0,24.0,26.8,3.3,31.3,Oeste,Tocumen,Panamá,Panamá
2024-12-26,30.0,25.0,26.7,15.4,44.6,Oeste,Tocumen,Panamá,Panamá
2024-12-27,27.0,25.0,25.7,11.4,27.0,Sureste,Tocumen,Panamá,Panamá
2024-12-28,26.0,24.0,24.9,12.4,18.4,Noreste,Tocumen,Panamá,Panamá
2024-12-29,26.0,24.0,24.9,13.1,22.3,Este,Tocumen,Panamá,Panamá
2024-12-30,29.0,22.0,25.5,8.7,23.4,Noroeste,Tocumen,Panamá,Panamá
2024-12-31,30.0,23.0,25.6,9.4,25.6,Oeste,Tocumen,Panamá,Panamá
